,inputDataSize,sparkDriverCores,sparkDriverMemory,sparkExecutorMemory,sparkReducerMaxSizeInFlight,sparkShuffleCompress,sparkShuffleFileBuffer,sparkShuffleSpillCompress,sparkIoCompressionCodec,sparkRddCompress,sparkMemoryFraction,sparkExecutorCores,sparkDefaultParallelism,sparkLocalityWait,sparkTaskCpus,sparkExecutorInstances,sparkMemoryStorageFraction,duration
600,1,2,4,1,48,1,64,0,0,0,0.6,1,64,3,1,4,0.3,2.0
601,8,2,1,1,48,0,64,0,0,0,0.6,1,256,3,1,2,0.5,1667.0
602,2,2,4,1,48,1,64,0,0,0,0.6,1,64,3,1,4,0.3,2.0
603,1,2,1,4,48,0,64,0,0,0,0.6,4,256,3,1,4,0.5,9.0
604,1,4,1,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.5,2.0
605,4,1,4,2,48,1,64,0,0,0,0.6,4,64,3,1,8,0.3,6.0
606,2,4,2,4,48,1,64,0,0,0,0.6,4,64,3,1,4,0.3,2.0
607,2,4,4,8,48,1,64,0,0,0,0.6,2,16,3,1,2,0.5,2.0
608,2,1,2,1,48,1,64,0,0,0,0.6,1,64,3,1,8,0.3,5.0
609,1,2,4,8,48,1,64,0,0,0,0.6,4,16,3,1,4,0.5,2.0
610,2,4,4,1,48,1,64,0,0,0,0.6,1,256,3,1,2,0.3,3.0
611,2,1,1,2,48,1,64,0,0,0,0.6,1,128,3,1,4,0.3,2.0
612,4,4,1,4,48,1,64,0,0,0,0.6,1,256,3,1,4,0.5,1667.0
613,2,1,1,2,48,0,64,0,0,0,0.6,2,256,3,1,8,0.5,4.0
614,4,4,1,8,48,1,64,0,0,0,0.6,4,128,3,1,2,0.3,1667.0
615,4,4,2,8,48,0,64,0,0,0,0.6,4,16,3,1,2,0.3,2.0
616,2,4,2,1,48,0,64,0,0,0,0.6,1,256,3,1,4,0.5,4.0
617,2,2,1,2,48,0,64,0,0,0,0.6,1,64,3,1,4,0.5,6.0
618,8,2,1,4,48,0,64,0,0,0,0.6,2,64,3,1,2,0.5,1667.0
619,8,2,2,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.3,6.0
620,4,4,2,2,48,0,64,0,0,0,0.6,2,64,3,1,2,0.5,3.0
621,1,2,2,1,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,2.0
622,2,1,1,8,48,1,64,0,0,0,0.6,2,256,3,1,2,0.5,4.0
623,4,2,4,8,48,0,64,0,0,0,0.6,1,16,3,1,2,0.5,5.0
624,2,1,1,1,48,0,64,0,0,0,0.6,1,64,3,1,8,0.5,1667.0
625,2,1,4,1,48,0,64,0,0,0,0.6,1,256,3,1,4,0.3,3.0
626,2,1,4,8,48,1,64,0,0,0,0.6,4,256,3,1,4,0.3,2.0
627,2,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,3.0
628,1,2,2,1,48,0,64,0,0,0,0.6,2,128,3,1,8,0.3,2.0
629,4,4,2,2,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,4.0
630,4,2,1,8,48,0,64,0,0,0,0.6,1,128,3,1,2,0.3,1667.0
631,8,4,4,2,48,1,64,0,0,0,0.6,2,128,3,1,2,0.5,4.0
632,8,2,4,8,48,0,64,0,0,0,0.6,1,16,3,1,2,0.5,10.0
633,2,2,2,8,48,1,64,0,0,0,0.6,4,128,3,1,4,0.3,3.0
634,1,1,2,8,48,0,64,0,0,0,0.6,2,256,3,1,4,0.3,2.0
635,4,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,3.0
636,4,2,2,8,48,0,64,0,0,0,0.6,1,128,3,1,8,0.5,3.0
637,8,2,1,1,48,0,64,0,0,0,0.6,2,16,3,1,8,0.3,1667.0
638,8,2,4,4,48,1,64,0,0,0,0.6,2,128,3,1,2,0.5,7.0
639,4,4,2,4,48,0,64,0,0,0,0.6,4,16,3,1,2,0.5,3.0
640,2,2,2,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,3.0
641,4,2,2,4,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,3.0
642,1,1,2,4,48,1,64,0,0,0,0.6,1,64,3,1,2,0.3,9.0
643,2,1,2,4,48,1,64,0,0,0,0.6,1,64,3,1,2,0.3,4.0
644,1,4,4,8,48,1,64,0,0,0,0.6,4,128,3,1,8,0.5,4.0
645,4,2,4,4,48,0,64,0,0,0,0.6,2,64,3,1,4,0.3,2.0
646,2,1,4,8,48,1,64,0,0,0,0.6,1,128,3,1,2,0.5,3.0
647,8,2,4,4,48,1,64,0,0,0,0.6,2,256,3,1,8,0.3,4.0
648,2,4,1,4,48,1,64,0,0,0,0.6,1,256,3,1,4,0.5,2.0
649,1,2,1,1,48,1,64,0,0,0,0.6,4,64,3,1,8,0.5,3.0
650,2,2,2,2,48,1,64,0,0,0,0.6,1,16,3,1,2,0.5,3.0
651,2,2,1,8,48,0,64,0,0,0,0.6,4,16,3,1,2,0.3,2.0
652,2,1,1,8,48,1,64,0,0,0,0.6,4,64,3,1,4,0.5,2.0
653,2,1,1,2,48,0,64,0,0,0,0.6,4,256,3,1,2,0.5,4.0
654,1,2,1,8,48,1,64,0,0,0,0.6,1,16,3,1,2,0.3,2.0
655,2,1,4,1,48,0,64,0,0,0,0.6,4,16,3,1,4,0.5,2.0
656,8,1,2,1,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,5.0
657,4,2,2,2,48,1,64,0,0,0,0.6,4,128,3,1,2,0.5,3.0
658,2,2,4,2,48,0,64,0,0,0,0.6,4,128,3,1,4,0.5,2.0
659,2,1,2,1,48,0,64,0,0,0,0.6,4,64,3,1,4,0.5,2.0
660,2,2,2,1,48,1,64,0,0,0,0.6,2,128,3,1,4,0.5,2.0
661,1,2,4,8,48,0,64,0,0,0,0.6,1,16,3,1,2,0.5,2.0
662,4,4,1,4,48,1,64,0,0,0,0.6,4,16,3,1,4,0.3,1667.0
663,4,1,2,4,48,1,64,0,0,0,0.6,1,64,3,1,8,0.5,4.0
664,2,1,2,8,48,0,64,0,0,0,0.6,2,256,3,1,4,0.3,7.0
665,8,4,2,1,48,1,64,0,0,0,0.6,2,64,3,1,4,0.3,4.0
666,1,2,2,2,48,1,64,0,0,0,0.6,1,16,3,1,2,0.5,4.0
667,1,4,1,8,48,0,64,0,0,0,0.6,4,256,3,1,4,0.5,3.0
668,1,2,4,2,48,1,64,0,0,0,0.6,1,64,3,1,2,0.3,2.0
669,4,1,1,2,48,0,64,0,0,0,0.6,4,256,3,1,2,0.5,1667.0
670,1,4,2,4,48,0,64,0,0,0,0.6,1,256,3,1,2,0.3,3.0
671,2,1,2,8,48,0,64,0,0,0,0.6,2,64,3,1,4,0.5,2.0
672,1,1,2,2,48,0,64,0,0,0,0.6,1,16,3,1,4,0.5,2.0
673,2,4,1,4,48,1,64,0,0,0,0.6,4,16,3,1,4,0.3,3.0
674,4,1,4,8,48,0,64,0,0,0,0.6,4,16,3,1,4,0.5,4.0
675,1,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,4.0
676,2,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,8.0
677,8,4,1,8,48,1,64,0,0,0,0.6,4,128,3,1,2,0.3,1667.0
678,2,2,1,8,48,1,64,0,0,0,0.6,1,256,3,1,4,0.5,2.0
679,1,4,2,8,48,0,64,0,0,0,0.6,4,16,3,1,2,0.3,6.0
680,8,4,4,2,48,0,64,0,0,0,0.6,1,16,3,1,8,0.5,4.0
681,2,4,2,1,48,1,64,0,0,0,0.6,4,256,3,1,8,0.3,2.0
682,1,1,4,8,48,0,64,0,0,0,0.6,4,16,3,1,4,0.5,1.0
683,1,4,1,8,48,0,64,0,0,0,0.6,1,16,3,1,8,0.3,2.0
684,1,2,4,1,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,2.0
685,1,2,4,1,48,0,64,0,0,0,0.6,2,64,3,1,8,0.3,8.0
686,2,2,2,1,48,0,64,0,0,0,0.6,2,128,3,1,8,0.3,3.0
687,8,1,1,1,48,1,64,0,0,0,0.6,4,256,3,1,2,0.5,1667.0
688,4,1,4,8,48,1,64,0,0,0,0.6,4,256,3,1,4,0.3,2.0
689,1,1,2,1,48,1,64,0,0,0,0.6,1,64,3,1,2,0.5,3.0
690,2,1,1,4,48,0,64,0,0,0,0.6,1,256,3,1,8,0.5,2.0
691,1,1,4,4,48,1,64,0,0,0,0.6,4,256,3,1,4,0.3,7.0
692,1,1,4,1,48,0,64,0,0,0,0.6,1,16,3,1,2,0.5,3.0
693,8,2,1,8,48,0,64,0,0,0,0.6,4,16,3,1,2,0.3,1667.0
694,2,4,2,2,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,5.0
695,2,4,4,4,48,1,64,0,0,0,0.6,4,128,3,1,4,0.5,2.0
696,1,1,2,2,48,0,64,0,0,0,0.6,2,64,3,1,2,0.3,2.0
697,4,2,4,1,48,0,64,0,0,0,0.6,2,64,3,1,8,0.3,5.0
698,1,2,4,8,48,0,64,0,0,0,0.6,4,128,3,1,2,0.5,3.0
699,2,1,4,1,48,0,64,0,0,0,0.6,2,64,3,1,2,0.3,3.0
700,4,1,2,8,48,1,64,0,0,0,0.6,4,128,3,1,8,0.5,3.0
701,2,1,2,8,48,1,64,0,0,0,0.6,2,256,3,1,8,0.5,4.0
702,1,1,4,4,48,0,64,0,0,0,0.6,2,256,3,1,4,0.3,3.0
703,4,2,2,1,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,9.0
704,4,1,4,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,4.0
705,8,1,2,4,48,0,64,0,0,0,0.6,4,256,3,1,2,0.5,4.0
706,4,2,4,2,48,0,64,0,0,0,0.6,4,128,3,1,4,0.5,2.0
707,1,4,1,1,48,0,64,0,0,0,0.6,2,64,3,1,2,0.5,2.0
708,1,2,1,2,48,1,64,0,0,0,0.6,1,64,3,1,8,0.5,3.0
709,4,2,2,2,48,0,64,0,0,0,0.6,4,64,3,1,4,0.5,3.0
710,2,2,4,1,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,2.0
711,4,1,4,4,48,0,64,0,0,0,0.6,2,256,3,1,4,0.3,3.0
712,4,1,1,8,48,1,64,0,0,0,0.6,1,128,3,1,4,0.3,1667.0
713,1,4,1,4,48,0,64,0,0,0,0.6,1,64,3,1,2,0.5,2.0
714,1,4,2,2,48,1,64,0,0,0,0.6,1,128,3,1,4,0.5,4.0
715,8,2,1,4,48,1,64,0,0,0,0.6,2,64,3,1,8,0.5,1667.0
716,8,1,4,1,48,1,64,0,0,0,0.6,4,64,3,1,2,0.3,8.0
717,8,4,1,8,48,0,64,0,0,0,0.6,1,256,3,1,2,0.5,1667.0
718,1,2,4,4,48,1,64,0,0,0,0.6,4,64,3,1,8,0.3,7.0
719,8,4,4,1,48,0,64,0,0,0,0.6,4,64,3,1,4,0.3,5.0
720,4,1,4,1,48,0,64,0,0,0,0.6,1,256,3,1,4,0.3,5.0
721,4,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,4.0
722,4,2,1,4,48,1,64,0,0,0,0.6,2,64,3,1,8,0.5,1667.0
723,8,1,4,8,48,0,64,0,0,0,0.6,4,16,3,1,4,0.5,4.0
724,2,4,1,2,48,1,64,0,0,0,0.6,2,16,3,1,4,0.3,4.0
725,4,4,4,4,48,1,64,0,0,0,0.6,1,64,3,1,4,0.3,3.0
726,4,2,1,1,48,1,64,0,0,0,0.6,2,256,3,1,4,0.5,1667.0
727,1,1,2,8,48,1,64,0,0,0,0.6,4,128,3,1,8,0.5,3.0
728,1,2,1,1,48,0,64,0,0,0,0.6,2,16,3,1,8,0.3,2.0
729,4,4,1,8,48,0,64,0,0,0,0.6,1,256,3,1,2,0.5,1667.0
730,2,4,4,8,48,1,64,0,0,0,0.6,4,128,3,1,8,0.5,2.0
731,1,4,2,1,48,0,64,0,0,0,0.6,1,256,3,1,4,0.5,2.0
732,8,2,4,1,48,0,64,0,0,0,0.6,2,64,3,1,8,0.3,4.0
733,4,1,1,8,48,1,64,0,0,0,0.6,4,64,3,1,4,0.5,1667.0
734,2,4,4,2,48,0,64,0,0,0,0.6,1,16,3,1,8,0.5,2.0
735,8,1,2,4,48,1,64,0,0,0,0.6,1,64,3,1,2,0.3,7.0
736,4,1,2,2,48,1,64,0,0,0,0.6,4,128,3,1,4,0.3,2.0
737,2,2,1,2,48,1,64,0,0,0,0.6,1,64,3,1,8,0.5,1667.0
738,8,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,5.0
739,8,4,2,4,48,1,64,0,0,0,0.6,1,128,3,1,2,0.3,12.0
740,4,2,1,1,48,1,64,0,0,0,0.6,1,128,3,1,8,0.3,1667.0
741,2,4,4,1,48,0,64,0,0,0,0.6,4,64,3,1,4,0.3,2.0
742,4,2,2,8,48,1,64,0,0,0,0.6,4,128,3,1,4,0.3,2.0
743,1,2,2,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.3,2.0
744,1,2,1,8,48,0,64,0,0,0,0.6,4,64,3,1,2,0.5,1.0
745,2,2,1,2,48,0,64,0,0,0,0.6,1,16,3,1,2,0.3,9.0
746,8,2,2,4,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,4.0
747,8,4,4,2,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,4.0
748,8,2,1,2,48,0,64,0,0,0,0.6,1,16,3,1,2,0.3,1667.0
749,8,1,1,8,48,1,64,0,0,0,0.6,1,128,3,1,4,0.3,1667.0
750,1,1,1,4,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,1.0
751,8,4,2,4,48,1,64,0,0,0,0.6,4,64,3,1,4,0.3,3.0
752,1,1,4,8,48,1,64,0,0,0,0.6,4,256,3,1,4,0.3,2.0
753,4,1,2,1,48,1,64,0,0,0,0.6,4,16,3,1,8,0.3,3.0
754,2,1,1,1,48,1,64,0,0,0,0.6,4,256,3,1,2,0.5,2.0
755,1,4,1,1,48,0,64,0,0,0,0.6,1,16,3,1,4,0.3,2.0
756,2,1,2,2,48,0,64,0,0,0,0.6,1,16,3,1,2,0.3,3.0
757,8,4,1,8,48,1,64,0,0,0,0.6,4,16,3,1,4,0.3,1667.0
758,2,4,2,4,48,1,64,0,0,0,0.6,1,16,3,1,4,0.3,11.0
759,1,1,1,8,48,0,64,0,0,0,0.6,2,128,3,1,4,0.3,3.0
760,1,2,2,8,48,1,64,0,0,0,0.6,1,64,3,1,4,0.5,2.0
761,1,2,4,2,48,0,64,0,0,0,0.6,4,64,3,1,2,0.3,1.0
762,4,1,1,8,48,0,64,0,0,0,0.6,2,128,3,1,4,0.3,1667.0
763,8,2,2,2,48,1,64,0,0,0,0.6,1,16,3,1,2,0.5,8.0
764,8,2,2,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,6.0
765,2,2,4,2,48,0,64,0,0,0,0.6,4,16,3,1,4,0.5,2.0
766,1,2,4,4,48,0,64,0,0,0,0.6,2,64,3,1,4,0.3,4.0
767,1,4,2,2,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,2.0
768,16,4,1,1,48,1,64,0,0,0,0.6,1,64,3,1,2,0.5,1667.0
769,16,4,1,1,48,0,64,0,0,0,0.6,4,16,3,1,4,0.3,1667.0
770,16,1,4,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,6.0
771,16,4,1,4,48,1,64,0,0,0,0.6,4,16,3,1,4,0.3,1667.0
772,16,2,2,1,48,0,64,0,0,0,0.6,1,256,3,1,8,0.3,1667.0
773,16,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,6.0
774,16,1,2,1,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,1667.0
775,16,1,2,8,48,1,64,0,0,0,0.6,2,256,3,1,8,0.5,1667.0
776,16,2,4,4,48,1,64,0,0,0,0.6,2,128,3,1,2,0.5,11.0
777,16,1,4,1,48,1,64,0,0,0,0.6,4,64,3,1,2,0.3,9.0
778,16,4,2,8,48,1,64,0,0,0,0.6,2,256,3,1,8,0.3,1667.0
779,16,4,2,4,48,0,64,0,0,0,0.6,4,16,3,1,2,0.5,1667.0
780,16,2,1,2,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,1667.0
781,16,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,8.0
782,16,4,1,1,48,0,64,0,0,0,0.6,1,16,3,1,4,0.3,1667.0
783,16,1,1,8,48,1,64,0,0,0,0.6,2,256,3,1,2,0.5,1667.0
784,16,2,1,2,48,1,64,0,0,0,0.6,4,16,3,1,2,0.3,1667.0
785,16,2,1,4,48,1,64,0,0,0,0.6,2,128,3,1,8,0.3,1667.0
786,16,2,4,8,48,1,64,0,0,0,0.6,4,64,3,1,2,0.3,9.0
787,16,4,1,8,48,0,64,0,0,0,0.6,4,256,3,1,4,0.5,1667.0
